"EVENT_UUID","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","PROGRAM_ID","PUSH_ID","USER_ID","APP_ID","REASON","PLATFORM_TYPE"
"d25dfff9-7040-4ae9-a7a6-e0da243c2acf","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"efe34c92-5bd2-4ebf-a50e-d0060a082071","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"84d38fc3-1d5a-4c69-8a3b-74d12ca353d5","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"94223074-1935-484c-aac3-640dd0e51059","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"6f6b6a0e-1c9b-4f89-8b30-a3ee40151ed8","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"db566ed6-6fdd-4e47-bcc2-8e3c9939496d","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"7edea615-9f54-422b-bd65-23c8a8af48c0","508","7668","49961","3721338561","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","1E030539-1A44-44E9-BA09-67DEE42B3F9F","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"36ab5ce5-a26c-4d04-8c67-599a3442271e","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"dd7e528a-61a0-402b-9613-7e51f7e479fc","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"068d714f-8050-4130-b248-8934ee6d5640","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"f8cfc24d-eead-42c1-81f7-b0c363c849a2","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"b83345a4-88be-4753-a1e9-d16e865638b3","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"a633f535-f7fe-46da-bc1a-d9b422b50a81","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"8ef6fa76-9475-4721-a506-4151129a26d4","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"5778ce78-f1d1-4309-af35-14857cd0507b","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"ef7c397b-5737-40a4-bc1c-40bf2a550b0c","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
"283a51ff-d3a2-4a8c-94ed-4c398dc054bf","508","7668","49961","3721111141","","26-Oct-2019 16:12:55","26-Oct-2019 16:13:10","193501861","30081201","193502181","7C3786B4-DEDA-4517-B148-C7027C192FC2","","1","The Push channel list associated to campaign =007_04_Beacon_Entry_RichPush is different than the channel list associated to app =pushio-ri-qa1","ios"
