"FileName","ID","DataFromCED","DataFromDB","Status"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=0,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=1,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=2,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=3,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=4,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=5,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=6,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=7,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=8,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
"30336_CONVERT_20191210_090101.txt","1462","Unknown","UN","row=9,col=9: Data for column SOURCE is NOT matching. Data_In_CED:Unknown & Data_in_DB:UN"
