"Event Types","File Name","ColumnNames From FeedsSetting","Present in CED?","Column in CED","Result","DB Column Index","CED Column Index","Column Order Result"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","LAUNCH_TYPE","Column LAUNCH_TYPE is present in CED","LAUNCH_TYPE","Present","11","11","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","LAUNCH_CHARSET","Column LAUNCH_CHARSET is present in CED","LAUNCH_CHARSET","Present","12","12","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","PURPOSE","Column PURPOSE is present in CED","PURPOSE","Present","13","13","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","SUBJECT","Column SUBJECT is present in CED","SUBJECT","Present","14","14","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","DESCRIPTION","Column DESCRIPTION is present in CED","DESCRIPTION","Present","15","15","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","PRODUCT_CATEGORY","Column PRODUCT_CATEGORY is present in CED","PRODUCT_CATEGORY","Present","16","16","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","PRODUCT_TYPE","Column PRODUCT_TYPE is present in CED","PRODUCT_TYPE","Present","17","17","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","MARKETING_STRATEGY","Column MARKETING_STRATEGY is present in CED","MARKETING_STRATEGY","Present","18","18","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","MARKETING_PROGRAM","Column MARKETING_PROGRAM is present in CED","MARKETING_PROGRAM","Present","19","19","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","LAUNCH_ERROR_CODE","Column LAUNCH_ERROR_CODE is present in CED","LAUNCH_ERROR_CODE","Present","20","20","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","LAUNCH_STARTED_DT","Column LAUNCH_STARTED_DT is present in CED","LAUNCH_STARTED_DT","Present","21","21","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","LAUNCH_COMPLETED_DT","Column LAUNCH_COMPLETED_DT is present in CED","LAUNCH_COMPLETED_DT","Present","22","22","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","EMAIL_ADDRESS_","Column EMAIL_ADDRESS_ (from CUSTOM_PROPERTIES) is present in CED","EMAIL_ADDRESS_","Present","23","23","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","MYUNIQUEID","Column MYUNIQUEID (from CUSTOM_PROPERTIES) is present in CED","MYUNIQUEID","Present","24","24","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","CELL_ID","Column CELL_ID (from CUSTOM_PROPERTIES) is present in CED","CELL_ID","Present","25","25","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","TREATMENT_CODE","Column TREATMENT_CODE (from CUSTOM_PROPERTIES) is present in CED","TREATMENT_CODE","Present","26","26","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","MIRRORURL","Column MIRRORURL (from CUSTOM_PROPERTIES) is present in CED","MIRRORURL","Present","27","27","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","DISPATCHABLE_TYPE","Column DISPATCHABLE_TYPE is present in CED","MYUNIQUEID","Present","28","28","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","PROGRAM_ID","Column PROGRAM_ID is present in CED","CELL_ID","Present","29","29","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","BRAND_ID","Column BRAND_ID is present in CED","TREATMENT_CODE","Present","30","30","Column is in Order"
"LAUNCH_STATE","100348_LAUNCH_STATE_20190725_102501.txt","CREATOR_NAME","Column CREATOR_NAME is present in CED","MIRRORURL","Present","31","31","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","EVENT_TYPE_ID","Column EVENT_TYPE_ID is present in CED","EVENT_TYPE_ID","Present","0","0","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","ACCOUNT_ID","Column ACCOUNT_ID is present in CED","ACCOUNT_ID","Present","1","1","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","LIST_ID","Column LIST_ID is present in CED","LIST_ID","Present","2","2","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","RIID","Column RIID is present in CED","RIID","Present","3","3","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","CUSTOMER_ID","Column CUSTOMER_ID is present in CED","CUSTOMER_ID","Present","4","4","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","EVENT_CAPTURED_DT","Column EVENT_CAPTURED_DT is present in CED","EVENT_CAPTURED_DT","Present","5","5","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","EVENT_STORED_DT","Column EVENT_STORED_DT is present in CED","EVENT_STORED_DT","Present","6","6","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","CAMPAIGN_ID","Column CAMPAIGN_ID is present in CED","CAMPAIGN_ID","Present","7","7","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","LAUNCH_ID","Column LAUNCH_ID is present in CED","LAUNCH_ID","Present","8","8","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","EMAIL_FORMAT","Column EMAIL_FORMAT is present in CED","EMAIL_FORMAT","Present","9","9","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","EMAIL_ADDRESS_","Column EMAIL_ADDRESS_ (from CUSTOM_PROPERTIES) is present in CED","EMAIL_ADDRESS_","Present","10","10","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","MYUNIQUEID","Column MYUNIQUEID (from CUSTOM_PROPERTIES) is present in CED","MYUNIQUEID","Present","11","11","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","CELL_ID","Column CELL_ID (from CUSTOM_PROPERTIES) is present in CED","CELL_ID","Present","12","12","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","TREATMENT_CODE","Column TREATMENT_CODE (from CUSTOM_PROPERTIES) is present in CED","TREATMENT_CODE","Present","13","13","Column is in Order"
"OPEN","100348_OPEN_20190725_102501.txt","MIRRORURL","Column MIRRORURL (from CUSTOM_PROPERTIES) is present in CED","MIRRORURL","Present","14","14","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EVENT_TYPE_ID","Column EVENT_TYPE_ID is present in CED","EVENT_TYPE_ID","Present","0","0","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","ACCOUNT_ID","Column ACCOUNT_ID is present in CED","ACCOUNT_ID","Present","1","1","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","LIST_ID","Column LIST_ID is present in CED","LIST_ID","Present","2","2","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","RIID","Column RIID is present in CED","RIID","Present","3","3","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","CUSTOMER_ID","Column CUSTOMER_ID is present in CED","CUSTOMER_ID","Present","4","4","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EVENT_CAPTURED_DT","Column EVENT_CAPTURED_DT is present in CED","EVENT_CAPTURED_DT","Present","5","5","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EVENT_STORED_DT","Column EVENT_STORED_DT is present in CED","EVENT_STORED_DT","Present","6","6","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","CAMPAIGN_ID","Column CAMPAIGN_ID is present in CED","CAMPAIGN_ID","Present","7","7","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","LAUNCH_ID","Column LAUNCH_ID is present in CED","LAUNCH_ID","Present","8","8","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EMAIL_FORMAT","Column EMAIL_FORMAT is present in CED","EMAIL_FORMAT","Present","9","9","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","SOURCE","Column SOURCE is present in CED","SOURCE","Present","10","10","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","REASON","Column REASON is present in CED","REASON","Present","11","11","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EMAIL","Column EMAIL is present in CED","EMAIL","Present","12","12","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","EMAIL_ADDRESS_","Column EMAIL_ADDRESS_ (from CUSTOM_PROPERTIES) is present in CED","EMAIL_ADDRESS_","Present","13","13","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","MYUNIQUEID","Column MYUNIQUEID (from CUSTOM_PROPERTIES) is present in CED","MYUNIQUEID","Present","14","14","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","CELL_ID","Column CELL_ID (from CUSTOM_PROPERTIES) is present in CED","CELL_ID","Present","15","15","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","TREATMENT_CODE","Column TREATMENT_CODE (from CUSTOM_PROPERTIES) is present in CED","TREATMENT_CODE","Present","16","16","Column is in Order"
"OPT_IN","100348_OPT_IN_20190725_102501.txt","MIRRORURL","Column MIRRORURL (from CUSTOM_PROPERTIES) is present in CED","MIRRORURL","Present","17","17","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EVENT_TYPE_ID","Column EVENT_TYPE_ID is present in CED","EVENT_TYPE_ID","Present","0","0","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","ACCOUNT_ID","Column ACCOUNT_ID is present in CED","ACCOUNT_ID","Present","1","1","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","LIST_ID","Column LIST_ID is present in CED","LIST_ID","Present","2","2","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","RIID","Column RIID is present in CED","RIID","Present","3","3","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","CUSTOMER_ID","Column CUSTOMER_ID is present in CED","CUSTOMER_ID","Present","4","4","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EVENT_CAPTURED_DT","Column EVENT_CAPTURED_DT is present in CED","EVENT_CAPTURED_DT","Present","5","5","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EVENT_STORED_DT","Column EVENT_STORED_DT is present in CED","EVENT_STORED_DT","Present","6","6","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","CAMPAIGN_ID","Column CAMPAIGN_ID is present in CED","CAMPAIGN_ID","Present","7","7","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","LAUNCH_ID","Column LAUNCH_ID is present in CED","LAUNCH_ID","Present","8","8","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EMAIL","Column EMAIL is present in CED","EMAIL","Present","9","9","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EMAIL_ISP","Column EMAIL_ISP is present in CED","EMAIL_ISP","Present","10","10","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EMAIL_FORMAT","Column EMAIL_FORMAT is present in CED","EMAIL_FORMAT","Present","11","11","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","OFFER_SIGNATURE_ID","Column OFFER_SIGNATURE_ID is present in CED","OFFER_SIGNATURE_ID","Present","12","12","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","DYNAMIC_CONTENT_SIGNATURE_ID","Column DYNAMIC_CONTENT_SIGNATURE_ID is present in CED","DYNAMIC_CONTENT_SIGNATURE_ID","Present","13","13","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","MESSAGE_SIZE","Column MESSAGE_SIZE is present in CED","MESSAGE_SIZE","Present","14","14","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","SEGMENT_INFO","Column SEGMENT_INFO is present in CED","SEGMENT_INFO","Present","15","15","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","CONTACT_INFO","Column CONTACT_INFO is present in CED","CONTACT_INFO","Present","16","16","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","EMAIL_ADDRESS_","Column EMAIL_ADDRESS_ (from CUSTOM_PROPERTIES) is present in CED","EMAIL_ADDRESS_","Present","17","17","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","MYUNIQUEID","Column MYUNIQUEID (from CUSTOM_PROPERTIES) is present in CED","MYUNIQUEID","Present","18","18","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","CELL_ID","Column CELL_ID (from CUSTOM_PROPERTIES) is present in CED","CELL_ID","Present","19","19","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","TREATMENT_CODE","Column TREATMENT_CODE (from CUSTOM_PROPERTIES) is present in CED","TREATMENT_CODE","Present","20","20","Column is in Order"
"SENT","100348_SENT_20190725_102500.txt","MIRRORURL","Column MIRRORURL (from CUSTOM_PROPERTIES) is present in CED","MIRRORURL","Present","21","21","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EVENT_TYPE_ID","Column EVENT_TYPE_ID is present in CED","EVENT_TYPE_ID","Present","0","0","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","ACCOUNT_ID","Column ACCOUNT_ID is present in CED","ACCOUNT_ID","Present","1","1","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","LIST_ID","Column LIST_ID is present in CED","LIST_ID","Present","2","2","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","RIID","Column RIID is present in CED","RIID","Present","3","3","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","CUSTOMER_ID","Column CUSTOMER_ID is present in CED","CUSTOMER_ID","Present","4","4","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EVENT_CAPTURED_DT","Column EVENT_CAPTURED_DT is present in CED","EVENT_CAPTURED_DT","Present","5","5","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EVENT_STORED_DT","Column EVENT_STORED_DT is present in CED","EVENT_STORED_DT","Present","6","6","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","CAMPAIGN_ID","Column CAMPAIGN_ID is present in CED","CAMPAIGN_ID","Present","7","7","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","LAUNCH_ID","Column LAUNCH_ID is present in CED","LAUNCH_ID","Present","8","8","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EMAIL","Column EMAIL is present in CED","EMAIL","Present","9","9","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EMAIL_ISP","Column EMAIL_ISP is present in CED","EMAIL_ISP","Present","10","10","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EMAIL_FORMAT","Column EMAIL_FORMAT is present in CED","EMAIL_FORMAT","Present","11","11","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","OFFER_SIGNATURE_ID","Column OFFER_SIGNATURE_ID is present in CED","OFFER_SIGNATURE_ID","Present","12","12","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","DYNAMIC_CONTENT_SIGNATURE_ID","Column DYNAMIC_CONTENT_SIGNATURE_ID is present in CED","DYNAMIC_CONTENT_SIGNATURE_ID","Present","13","13","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","MESSAGE_SIZE","Column MESSAGE_SIZE is present in CED","MESSAGE_SIZE","Present","14","14","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","SEGMENT_INFO","Column SEGMENT_INFO is present in CED","SEGMENT_INFO","Present","15","15","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","CONTACT_INFO","Column CONTACT_INFO is present in CED","CONTACT_INFO","Present","16","16","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","REASON","Column REASON is present in CED","REASON","Present","17","17","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","EMAIL_ADDRESS_","Column EMAIL_ADDRESS_ (from CUSTOM_PROPERTIES) is present in CED","EMAIL_ADDRESS_","Present","18","18","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","MYUNIQUEID","Column MYUNIQUEID (from CUSTOM_PROPERTIES) is present in CED","MYUNIQUEID","Present","19","19","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","CELL_ID","Column CELL_ID (from CUSTOM_PROPERTIES) is present in CED","CELL_ID","Present","20","20","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","TREATMENT_CODE","Column TREATMENT_CODE (from CUSTOM_PROPERTIES) is present in CED","TREATMENT_CODE","Present","21","21","Column is in Order"
"SKIPPED","100348_SKIPPED_20190725_102501.txt","MIRRORURL","Column MIRRORURL (from CUSTOM_PROPERTIES) is present in CED","MIRRORURL","Present","22","22","Column is in Order"
