"FileName","ID","DataFromCED","DataFromDB","Status"
"30336_CLICK_20190827_051102.txt","1901","Firefox","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","1901","Microsoft","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","1901","Windows","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","1901","Desktop","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2061","Firefox","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2061","Microsoft","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2061","Windows","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2061","Desktop","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2221","Firefox","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2221","Microsoft","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2221","Windows","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:Web browser"
"30336_CLICK_20190827_051102.txt","2221","Desktop","Web browser","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:Web browser"
