"Event Types","Column Name"
"CUSTOM_CHANNEL_SKIPPED","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","PROGRAM_ID","PARTNER_ID","CUSTOM_PARAMS","RESULT_FIELDS","REASON","ENACTMENT_ID","GRP_ENACTMENT_ID","PERSONALIZATION_DT","CAMPAIGN_VERSION_ID"
"WEBPUSH_BUTTON_CLICKED","EVENT_UUID","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","PROGRAM_ID","CAMPAIGN_ID","LAUNCH_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","VISITOR_ID","API_KEY","APP_ID","PLATFORM_TYPE","BUTTON_CLICK_ID","BUTTON_ID","BUTTON_NAME","BUTTON_URL"
