"FileName","ID","DataFromCED","DataFromDB","Status"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=0,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=0,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=0,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=0,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=0,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=1,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=1,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=1,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=1,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=1,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=2,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=2,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=2,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=2,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=2,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=3,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=3,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=3,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=3,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=3,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=4,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=4,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=4,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=4,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=4,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=5,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=5,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=5,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=5,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=5,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=6,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Firefox","","row=6,col=16: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Firefox & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Microsoft","","row=6,col=17: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Microsoft & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Windows","","row=6,col=18: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Windows & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Desktop","","row=6,col=19: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Desktop & Data_in_DB:None"
"30336_CLICK_20191210_090101.txt","<built-in function id>","Web browser","","row=7,col=15: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Web browser & Data_in_DB:None"
