"EVENT_TYPE","FILE_NAME","KEY","ID","COUNT_FROM_CED","COUNT_FROM_DB","EventsToBeProcessed","Eventsalready_processed","STATUS","Comments"
"APPCLOUD_FAILED","30336_APPCLOUD_FAILED_20191210_090102.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"APPCLOUD_SENT","30336_APPCLOUD_SENT_20191210_090102.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"APPCLOUD_SKIPPED","30336_APPCLOUD_SKIPPED_20191210_090102.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"BOUNCE","30336_BOUNCE_20191210_090100.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"CLICK","30336_CLICK_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"COMPLAINT","30336_COMPLAINT_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"CONVERT","30336_CONVERT_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"DYNAMIC_CONTENT","30336_DYNAMIC_CONTENT_20191210_090102.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"FAIL","30336_FAIL_20191210_090100.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"FORM","30336_FORM_20191210_090102.txt","FORM_ID","28581","10","10","10","0","Pass","Count for the ID Match"
"FORM_STATE","30336_FORM_STATE_20191210_090102.txt","FORM_ID","1234","10","10","10","0","Pass","Count for the ID Match"
"HOLDOUT_GROUP","30336_HOLDOUT_GROUP_20191210_090102.txt","PROGRAM_ID","12345","10","10","10","0","Pass","Count for the ID Match"
"LAUNCH_STATE","30336_LAUNCH_STATE_20191210_090102.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"MMS_FAILED","30336_MMS_FAILED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"MMS_SENT","30336_MMS_SENT_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"MMS_SKIPPED","30336_MMS_SKIPPED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"OPEN","30336_OPEN_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010621","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010625","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010629","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010627","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010628","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010624","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010622","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","200106210","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010623","1","1","1","0","Pass","Count for the ID Match"
"OPT_IN","30336_OPT_IN_20191210_090101.txt","RIID","20010626","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010621","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010625","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010629","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010627","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010628","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010624","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010622","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","200106210","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010623","1","1","1","0","Pass","Count for the ID Match"
"OPT_OUT","30336_OPT_OUT_20191210_090101.txt","RIID","20010626","1","1","1","0","Pass","Count for the ID Match"
"PROGRAM_STATE","30336_PROGRAM_STATE_20191210_090102.txt","PROGRAM_ID","12345","10","10","10","0","Pass","Count for the ID Match"
"PUSH_BOUNCED","30336_PUSH_BOUNCED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"PUSH_BUTTON_CLICKED","30336_PUSH_BUTTON_CLICKED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"PUSH_CLICKED","30336_PUSH_CLICKED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"PUSH_CONVERTED","30336_PUSH_CONVERTED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"PUSH_FAILED","30336_PUSH_FAILED_20191210_090101.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
