"Event Types","Column Name"
"APPCLOUD_SENT","ACCOUNT_ID","EVENT_CAPTURED_DT","LIST_ID","RIID","CUSTOMER_ID","CAMPAIGN_ID","LAUNCH_ID","APP_ID","CLIENT_ID","EVENT_TYPE_ID","EVENT_STORED_DT"
"CLICK","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","EMAIL_FORMAT","OFFER_NAME","OFFER_NUMBER","OFFER_CATEGORY","OFFER_URL","USER_AGENT_STRING","BROWSER_TYPE_INFO","BROWSER_INFO","OS_VENDOR_INFO","OPERATING_SYSTEM_INFO","DEVICE_TYPE_INFO","CAMPAIGN_VERSION_ID","PERSONALIZATION_DT","RECIPIENT_ORG_ID","REMOTE_ADDR","EMAIL_FIRSTNAME","EMAIL_LASTNAME"
"FORM_STATE","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","FORM_ID","FORM_NAME","FORM_DESCRIPTION","EMAIL_FIRSTNAME","EMAIL_LASTNAME"
